Algorithm,Steps
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),16.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),14.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),12.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),6.0
Heuristic Search (Manhattan Distance),8.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),2.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),0.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),4.0
Heuristic Search (Manhattan Distance),10.0
