Algorithm,Steps
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),18.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),14.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),14.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),14.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),14.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),14.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),14.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),14.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),16.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),10.0
Heuristic Search (Incorrect Num),0.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),4.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),6.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),8.0
Heuristic Search (Incorrect Num),2.0
Heuristic Search (Incorrect Num),12.0
Heuristic Search (Incorrect Num),8.0
